Test Number,Data Layer,Application Layer,Test,Name Lookup,Connect,App Connect,PreTransfer,Redirect,Start Transfer,Total Time
21,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000075,0.000000,0.000091,0.000000,0.045124,0.045182
22,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000099,0.000000,0.000110,0.000000,0.044735,0.044777
23,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000090,0.000000,0.000100,0.000000,0.045198,0.045252
24,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000198,0.000000,0.000210,0.000000,0.045464,0.045496
25,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000081,0.000000,0.000094,0.000000,0.044743,0.044781
26,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000080,0.000000,0.045167,0.045218
27,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000107,0.000000,0.000119,0.000000,0.046331,0.046366
28,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000144,0.000000,0.000156,0.000000,0.045404,0.045437
29,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000067,0.000000,0.000078,0.000000,0.046299,0.046344
30,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000067,0.000000,0.000079,0.000000,0.045094,0.045130
31,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000178,0.000000,0.000192,0.000000,0.045517,0.045575
32,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000121,0.000000,0.000134,0.000000,0.045026,0.045075
33,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000076,0.000000,0.000088,0.000000,0.046416,0.046452
34,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000069,0.000000,0.000080,0.000000,0.046479,0.046513
35,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000094,0.000000,0.000106,0.000000,0.045621,0.045653
36,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000178,0.000000,0.000190,0.000000,0.045075,0.045103
37,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000096,0.000000,0.000109,0.000000,0.045524,0.045563
38,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000071,0.000000,0.000082,0.000000,0.045171,0.045216
39,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000096,0.000000,0.000109,0.000000,0.045916,0.045963
40,MySQL,Python,python-mysql-data-aggre-1,0.000030,0.000092,0.000000,0.000106,0.000000,0.045091,0.045127
41,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000086,0.000000,0.000099,0.000000,0.044791,0.044821
42,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000065,0.000000,0.000077,0.000000,0.045364,0.045419
43,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000095,0.000000,0.000107,0.000000,0.044008,0.044043
44,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000071,0.000000,0.000085,0.000000,0.045751,0.045800
45,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000146,0.000000,0.000157,0.000000,0.046060,0.046094
46,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000067,0.000000,0.000080,0.000000,0.045360,0.045398
47,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000071,0.000000,0.000083,0.000000,0.045590,0.045628
48,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000069,0.000000,0.000081,0.000000,0.046221,0.046297
49,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000068,0.000000,0.000080,0.000000,0.046124,0.046165
50,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000072,0.000000,0.000085,0.000000,0.044699,0.044756
51,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000067,0.000000,0.000093,0.000000,0.045671,0.045707
52,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000110,0.000000,0.000122,0.000000,0.045798,0.045855
53,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000116,0.000000,0.000130,0.000000,0.045664,0.045713
54,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000079,0.000000,0.000092,0.000000,0.045739,0.045801
55,MySQL,Python,python-mysql-data-aggre-1,0.000012,0.000067,0.000000,0.000078,0.000000,0.046366,0.046403
56,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000066,0.000000,0.000078,0.000000,0.045284,0.045315
57,MySQL,Python,python-mysql-data-aggre-1,0.000020,0.000074,0.000000,0.000086,0.000000,0.046209,0.046248
58,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000063,0.000000,0.000075,0.000000,0.044451,0.044495
59,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000070,0.000000,0.000081,0.000000,0.047111,0.047150
60,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000080,0.000000,0.000092,0.000000,0.046162,0.046209
61,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000105,0.000000,0.000121,0.000000,0.045547,0.045577
62,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000068,0.000000,0.000079,0.000000,0.045528,0.045558
63,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000065,0.000000,0.000078,0.000000,0.045617,0.045667
64,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000071,0.000000,0.000084,0.000000,0.045544,0.045572
65,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000066,0.000000,0.000077,0.000000,0.045430,0.045465
66,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000064,0.000000,0.000076,0.000000,0.045478,0.045522
67,MySQL,Python,python-mysql-data-aggre-1,0.000012,0.000100,0.000000,0.000111,0.000000,0.045961,0.046027
68,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000188,0.000000,0.000201,0.000000,0.045963,0.046013
69,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000065,0.000000,0.000076,0.000000,0.046530,0.046577
70,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000077,0.000000,0.000090,0.000000,0.044638,0.044670
71,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000079,0.000000,0.046053,0.046094
72,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000069,0.000000,0.000082,0.000000,0.046132,0.046174
73,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000070,0.000000,0.000083,0.000000,0.045401,0.045435
74,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000083,0.000000,0.000097,0.000000,0.045693,0.045733
75,MySQL,Python,python-mysql-data-aggre-1,0.000027,0.000077,0.000000,0.000090,0.000000,0.044072,0.044104
76,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000066,0.000000,0.000079,0.000000,0.044764,0.044792
77,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000066,0.000000,0.000079,0.000000,0.044755,0.044787
78,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000084,0.000000,0.000095,0.000000,0.044247,0.044275
79,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000097,0.000000,0.000113,0.000000,0.045548,0.045587
80,MySQL,Python,python-mysql-data-aggre-1,0.000019,0.000088,0.000000,0.000104,0.000000,0.044613,0.044652
81,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000069,0.000000,0.000082,0.000000,0.045131,0.045176
82,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000122,0.000000,0.000133,0.000000,0.045216,0.045250
83,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000087,0.000000,0.000099,0.000000,0.045864,0.045907
84,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000073,0.000000,0.000099,0.000000,0.045189,0.045264
85,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000065,0.000000,0.000076,0.000000,0.044658,0.044689
86,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000065,0.000000,0.000077,0.000000,0.045476,0.045505
87,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000070,0.000000,0.000085,0.000000,0.045053,0.045085
88,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000070,0.000000,0.000083,0.000000,0.047747,0.047798
89,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000093,0.000000,0.000110,0.000000,0.046209,0.046240
90,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000069,0.000000,0.000080,0.000000,0.045606,0.045639
91,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000073,0.000000,0.000085,0.000000,0.044916,0.044953
92,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000093,0.000000,0.000105,0.000000,0.044333,0.044368
93,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000102,0.000000,0.000116,0.000000,0.044643,0.044680
94,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000064,0.000000,0.000075,0.000000,0.045051,0.045099
95,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000080,0.000000,0.000093,0.000000,0.046211,0.046255
96,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000100,0.000000,0.000111,0.000000,0.045310,0.045349
97,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000079,0.000000,0.045408,0.045465
98,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000064,0.000000,0.000076,0.000000,0.046130,0.046165
99,MySQL,Python,python-mysql-data-aggre-1,0.000018,0.000079,0.000000,0.000093,0.000000,0.046173,0.046211
100,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000077,0.000000,0.000090,0.000000,0.045180,0.045214
101,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000065,0.000000,0.000079,0.000000,0.044245,0.044278
102,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000069,0.000000,0.000080,0.000000,0.043507,0.043540
103,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000073,0.000000,0.000084,0.000000,0.042920,0.042955
104,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000067,0.000000,0.000092,0.000000,0.043335,0.043385
105,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000072,0.000000,0.000084,0.000000,0.042936,0.042970
106,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000113,0.000000,0.000126,0.000000,0.043767,0.043804
107,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000074,0.000000,0.000085,0.000000,0.044335,0.044381
108,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000083,0.000000,0.000095,0.000000,0.043299,0.043337
109,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000105,0.000000,0.000117,0.000000,0.042343,0.042376
110,MySQL,Python,python-mysql-app-aggre-1,0.000029,0.000145,0.000000,0.000160,0.000000,0.043801,0.043836
111,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000170,0.000000,0.000192,0.000000,0.043315,0.043353
112,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000076,0.000000,0.000089,0.000000,0.042935,0.042976
113,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000061,0.000000,0.000073,0.000000,0.042702,0.042740
114,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000069,0.000000,0.000079,0.000000,0.042447,0.042483
115,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000094,0.000000,0.000107,0.000000,0.041773,0.041814
116,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000065,0.000000,0.000076,0.000000,0.040941,0.040976
117,MySQL,Python,python-mysql-app-aggre-1,0.000021,0.000094,0.000000,0.000107,0.000000,0.042005,0.042043
118,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000072,0.000000,0.000083,0.000000,0.042153,0.042184
119,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000067,0.000000,0.000080,0.000000,0.042162,0.042196
120,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000098,0.000000,0.000109,0.000000,0.044133,0.044179
121,MySQL,Python,python-mysql-app-aggre-1,0.000020,0.000089,0.000000,0.000102,0.000000,0.042785,0.042831
122,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000071,0.000000,0.000084,0.000000,0.043146,0.043200
123,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000069,0.000000,0.000080,0.000000,0.043341,0.043375
124,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000066,0.000000,0.000077,0.000000,0.042844,0.042878
125,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000068,0.000000,0.000081,0.000000,0.043772,0.043805
126,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000153,0.000000,0.000166,0.000000,0.043316,0.043347
127,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000073,0.000000,0.000098,0.000000,0.044087,0.044133
128,MySQL,Python,python-mysql-app-aggre-1,0.000021,0.000078,0.000000,0.000090,0.000000,0.043434,0.043470
129,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000067,0.000000,0.000080,0.000000,0.043100,0.043159
130,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000084,0.000000,0.000095,0.000000,0.043286,0.043335
131,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000073,0.000000,0.000088,0.000000,0.043046,0.043081
132,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000071,0.000000,0.000082,0.000000,0.043368,0.043405
133,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000169,0.000000,0.000183,0.000000,0.042586,0.042621
134,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000084,0.000000,0.000096,0.000000,0.043355,0.043406
135,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000078,0.000000,0.000092,0.000000,0.044024,0.044098
136,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000064,0.000000,0.000075,0.000000,0.043138,0.043185
137,MySQL,Python,python-mysql-app-aggre-1,0.000032,0.000106,0.000000,0.000120,0.000000,0.043579,0.043616
138,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000075,0.000000,0.000087,0.000000,0.044533,0.044580
139,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000080,0.000000,0.000091,0.000000,0.043155,0.043193
140,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000065,0.000000,0.000076,0.000000,0.043713,0.043757
141,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000073,0.000000,0.000085,0.000000,0.042255,0.042293
142,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000107,0.000000,0.000118,0.000000,0.042520,0.042567
143,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000068,0.000000,0.000079,0.000000,0.042758,0.042792
144,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000079,0.000000,0.000092,0.000000,0.042249,0.042286
145,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000080,0.000000,0.000093,0.000000,0.043529,0.043564
146,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000073,0.000000,0.000085,0.000000,0.042544,0.042599
147,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000070,0.000000,0.000086,0.000000,0.043144,0.043180
148,MySQL,Python,python-mysql-app-aggre-1,0.000026,0.000106,0.000000,0.000120,0.000000,0.043334,0.043369
149,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000073,0.000000,0.000086,0.000000,0.043340,0.043387
150,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000074,0.000000,0.000086,0.000000,0.042722,0.042759
151,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000072,0.000000,0.000085,0.000000,0.042827,0.042866
152,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000071,0.000000,0.000082,0.000000,0.043217,0.043254
153,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000069,0.000000,0.000081,0.000000,0.043205,0.043238
154,MySQL,Python,python-mysql-app-aggre-1,0.000018,0.000174,0.000000,0.000191,0.000000,0.043329,0.043378
155,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000067,0.000000,0.000079,0.000000,0.043359,0.043395
156,MySQL,Python,python-mysql-app-aggre-1,0.000049,0.000101,0.000000,0.000112,0.000000,0.042821,0.042871
157,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000079,0.000000,0.000092,0.000000,0.042328,0.042373
158,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000085,0.000000,0.000097,0.000000,0.043611,0.043651
159,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000075,0.000000,0.000086,0.000000,0.042565,0.042602
160,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000084,0.000000,0.000098,0.000000,0.044162,0.044200
161,MySQL,Python,python-mysql-app-aggre-1,0.000053,0.000105,0.000000,0.000117,0.000000,0.042355,0.042388
162,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000114,0.000000,0.000129,0.000000,0.044172,0.044227
163,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000078,0.000000,0.000092,0.000000,0.042675,0.042708
164,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000079,0.000000,0.000090,0.000000,0.043898,0.043931
165,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000066,0.000000,0.000077,0.000000,0.042485,0.042519
166,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000072,0.000000,0.000083,0.000000,0.043041,0.043093
167,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000092,0.000000,0.000107,0.000000,0.043237,0.043271
168,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000093,0.000000,0.000105,0.000000,0.043731,0.043770
169,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000067,0.000000,0.000077,0.000000,0.043748,0.043809
170,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000086,0.000000,0.000100,0.000000,0.043910,0.043961
171,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000105,0.000000,0.000121,0.000000,0.043481,0.043519
172,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000078,0.000000,0.000092,0.000000,0.044184,0.044256
173,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000062,0.000000,0.000072,0.000000,0.043750,0.043798
174,MySQL,Python,python-mysql-app-aggre-1,0.000025,0.000081,0.000000,0.000094,0.000000,0.043321,0.043357
175,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000084,0.000000,0.000096,0.000000,0.043104,0.043137
176,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000082,0.000000,0.000094,0.000000,0.042318,0.042352
177,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000096,0.000000,0.000108,0.000000,0.043112,0.043146
178,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000070,0.000000,0.000081,0.000000,0.042977,0.043020
179,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000070,0.000000,0.000082,0.000000,0.042383,0.042416
180,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000074,0.000000,0.000086,0.000000,0.042848,0.042889
181,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000088,0.000000,0.000099,0.000000,0.043016,0.043064
182,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000073,0.000000,0.000084,0.000000,0.043634,0.043677
183,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000076,0.000000,0.000088,0.000000,0.043500,0.043552
184,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000064,0.000000,0.000076,0.000000,0.043540,0.043581
185,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000068,0.000000,0.000078,0.000000,0.042302,0.042357
186,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000067,0.000000,0.000080,0.000000,0.043582,0.043618
187,MySQL,Python,python-mysql-app-aggre-1,0.000024,0.000096,0.000000,0.000117,0.000000,0.043296,0.043337
188,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000079,0.000000,0.000094,0.000000,0.043529,0.043566
189,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000076,0.000000,0.000091,0.000000,0.043132,0.043170
190,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000074,0.000000,0.000088,0.000000,0.043395,0.043435
191,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000076,0.000000,0.000088,0.000000,0.043535,0.043578
192,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000110,0.000000,0.000122,0.000000,0.042001,0.042044
193,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000073,0.000000,0.000100,0.000000,0.042849,0.042909
194,MySQL,Python,python-mysql-app-aggre-1,0.000021,0.000072,0.000000,0.000086,0.000000,0.042921,0.042965
195,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000062,0.000000,0.000074,0.000000,0.042196,0.042241
196,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000074,0.000000,0.000086,0.000000,0.043734,0.043766
197,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000071,0.000000,0.000084,0.000000,0.044221,0.044255
198,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000077,0.000000,0.000092,0.000000,0.041792,0.041827
199,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000068,0.000000,0.000079,0.000000,0.043320,0.043376
200,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000088,0.000000,0.000104,0.000000,0.042883,0.042916
201,MySQL,Python,python-mysql-data-filter-1,0.000016,0.000076,0.000000,0.000087,0.000000,0.023880,0.023913
202,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000069,0.000000,0.000080,0.000000,0.021858,0.021884
203,MySQL,Python,python-mysql-data-filter-1,0.000016,0.000091,0.000000,0.000103,0.000000,0.022227,0.022260
204,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000066,0.000000,0.000078,0.000000,0.022010,0.022096
205,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000075,0.000000,0.000086,0.000000,0.022130,0.022164
206,MySQL,Python,python-mysql-data-filter-1,0.000028,0.000084,0.000000,0.000101,0.000000,0.024003,0.024165
207,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000062,0.000000,0.000074,0.000000,0.021955,0.021991
208,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000064,0.000000,0.000076,0.000000,0.022212,0.022243
209,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000083,0.000000,0.000099,0.000000,0.022789,0.022835
210,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000071,0.000000,0.000083,0.000000,0.022917,0.022958
211,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000063,0.000000,0.000075,0.000000,0.021949,0.021987
212,MySQL,Python,python-mysql-data-filter-1,0.000041,0.000143,0.000000,0.000168,0.000000,0.023188,0.023238
213,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000066,0.000000,0.000079,0.000000,0.022743,0.022780
214,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000095,0.000000,0.000106,0.000000,0.021943,0.021989
215,MySQL,Python,python-mysql-data-filter-1,0.000021,0.000075,0.000000,0.000087,0.000000,0.021180,0.021203
216,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000062,0.000000,0.000072,0.000000,0.023130,0.023157
217,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000072,0.000000,0.000085,0.000000,0.022658,0.022725
218,MySQL,Python,python-mysql-data-filter-1,0.000018,0.000094,0.000000,0.000112,0.000000,0.022916,0.022964
219,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000068,0.000000,0.000079,0.000000,0.022369,0.022407
220,MySQL,Python,python-mysql-data-filter-1,0.000019,0.000107,0.000000,0.000126,0.000000,0.023008,0.023041
221,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000070,0.000000,0.000081,0.000000,0.022249,0.022275
222,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000071,0.000000,0.000083,0.000000,0.021228,0.021267
223,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000067,0.000000,0.000079,0.000000,0.023620,0.023646
224,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000072,0.000000,0.000085,0.000000,0.022127,0.022167
225,MySQL,Python,python-mysql-data-filter-1,0.000016,0.000070,0.000000,0.000082,0.000000,0.022970,0.023006
226,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000064,0.000000,0.000075,0.000000,0.022260,0.022286
227,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000071,0.000000,0.000083,0.000000,0.022226,0.022251
228,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000067,0.000000,0.000078,0.000000,0.022641,0.022708
229,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000066,0.000000,0.000077,0.000000,0.022858,0.022891
230,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000084,0.000000,0.000097,0.000000,0.023931,0.023970
231,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000065,0.000000,0.000077,0.000000,0.023050,0.023080
232,MySQL,Python,python-mysql-data-filter-1,0.000011,0.000057,0.000000,0.000067,0.000000,0.022206,0.022230
233,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000069,0.000000,0.000081,0.000000,0.021502,0.021526
234,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000091,0.000000,0.000106,0.000000,0.021640,0.021675
235,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000061,0.000000,0.000072,0.000000,0.022727,0.022776
