Test Number,Data Layer,Application Layer,Test,Name Lookup,Connect,App Connect,PreTransfer,Redirect,Start Transfer,Total Time
63,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000154,0.000000,0.000166,0.000000,0.045148,0.045196
64,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000066,0.000000,0.000078,0.000000,0.045055,0.045118
65,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000081,0.000000,0.045263,0.045308
66,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000067,0.000000,0.000081,0.000000,0.044550,0.044587
67,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000074,0.000000,0.000087,0.000000,0.045171,0.045210
68,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000080,0.000000,0.046288,0.046331
69,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000071,0.000000,0.000084,0.000000,0.045203,0.045237
70,MySQL,Python,python-mysql-data-aggre-1,0.000020,0.000121,0.000000,0.000134,0.000000,0.045625,0.045683
71,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000073,0.000000,0.000087,0.000000,0.045410,0.045512
72,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000073,0.000000,0.000084,0.000000,0.045906,0.045942
73,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000078,0.000000,0.000091,0.000000,0.044892,0.044932
74,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000072,0.000000,0.000084,0.000000,0.044362,0.044400
75,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000081,0.000000,0.000095,0.000000,0.044846,0.044892
76,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000075,0.000000,0.000086,0.000000,0.045231,0.045269
77,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000074,0.000000,0.000086,0.000000,0.045106,0.045146
78,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000079,0.000000,0.000092,0.000000,0.044945,0.044983
79,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000081,0.000000,0.000093,0.000000,0.044892,0.044930
80,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000081,0.000000,0.000095,0.000000,0.044483,0.044520
81,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000075,0.000000,0.000089,0.000000,0.044357,0.044420
82,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000072,0.000000,0.000085,0.000000,0.045448,0.045495
83,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000128,0.000000,0.000144,0.000000,0.045512,0.045572
84,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000077,0.000000,0.000091,0.000000,0.044912,0.044949
85,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000075,0.000000,0.000087,0.000000,0.045075,0.045113
86,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000079,0.000000,0.000091,0.000000,0.044402,0.044441
87,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000080,0.000000,0.000092,0.000000,0.045274,0.045309
88,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000068,0.000000,0.000080,0.000000,0.044860,0.044896
89,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000097,0.000000,0.000111,0.000000,0.044557,0.044600
90,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000081,0.000000,0.000095,0.000000,0.046989,0.047027
91,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000120,0.000000,0.000137,0.000000,0.046690,0.046741
92,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000072,0.000000,0.000083,0.000000,0.045545,0.045583
93,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000080,0.000000,0.000094,0.000000,0.044099,0.044142
94,MySQL,Python,python-mysql-data-aggre-1,0.000015,0.000072,0.000000,0.000084,0.000000,0.044978,0.045027
95,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000149,0.000000,0.000162,0.000000,0.044828,0.044861
96,MySQL,Python,python-mysql-data-aggre-1,0.000016,0.000087,0.000000,0.000100,0.000000,0.046198,0.046279
97,MySQL,Python,python-mysql-data-aggre-1,0.000017,0.000077,0.000000,0.000091,0.000000,0.046148,0.046200
98,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000071,0.000000,0.000082,0.000000,0.044621,0.044661
99,MySQL,Python,python-mysql-data-aggre-1,0.000013,0.000069,0.000000,0.000081,0.000000,0.044539,0.044597
100,MySQL,Python,python-mysql-data-aggre-1,0.000014,0.000121,0.000000,0.000134,0.000000,0.044839,0.044909
101,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000122,0.000000,0.000135,0.000000,1.662522,1.662590
102,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000123,0.000000,0.000153,0.000000,1.637973,1.638058
103,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000123,0.000000,0.000137,0.000000,1.633600,1.633668
104,MySQL,Python,python-mysql-app-aggre-1,0.000023,0.000122,0.000000,0.000140,0.000000,1.698696,1.698740
105,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000137,0.000000,0.000148,0.000000,1.671283,1.671327
106,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000084,0.000000,0.000097,0.000000,1.559987,1.560025
107,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000077,0.000000,0.000089,0.000000,1.551483,1.551519
108,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000076,0.000000,0.000088,0.000000,1.556108,1.556161
109,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000082,0.000000,0.000094,0.000000,1.567603,1.567639
110,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000100,0.000000,0.000114,0.000000,1.575447,1.575483
111,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000135,0.000000,0.000149,0.000000,1.536963,1.536998
112,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000078,0.000000,0.000090,0.000000,1.535689,1.535727
113,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000078,0.000000,0.000091,0.000000,1.565149,1.565187
114,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000078,0.000000,0.000093,0.000000,1.564531,1.564568
115,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000068,0.000000,0.000079,0.000000,1.570796,1.570839
116,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000069,0.000000,0.000081,0.000000,1.548104,1.548140
117,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000088,0.000000,0.000099,0.000000,1.573670,1.573709
118,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000069,0.000000,0.000080,0.000000,1.542109,1.542145
119,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000073,0.000000,0.000085,0.000000,1.573787,1.573829
120,MySQL,Python,python-mysql-app-aggre-1,0.000024,0.000113,0.000000,0.000142,0.000000,1.575573,1.575617
121,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000075,0.000000,0.000089,0.000000,1.578316,1.578366
122,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000063,0.000000,0.000074,0.000000,1.577183,1.577233
123,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000085,0.000000,0.000096,0.000000,1.582097,1.582138
124,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000115,0.000000,0.000127,0.000000,1.727152,1.727197
125,MySQL,Python,python-mysql-app-aggre-1,0.000020,0.000131,0.000000,0.000159,0.000000,2.115236,2.115283
126,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000118,0.000000,0.000131,0.000000,1.622256,1.622297
127,MySQL,Python,python-mysql-app-aggre-1,0.000020,0.000163,0.000000,0.000178,0.000000,1.605284,1.605349
128,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000079,0.000000,0.000093,0.000000,1.610301,1.610351
129,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000075,0.000000,0.000087,0.000000,1.612876,1.612914
130,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000140,0.000000,0.000152,0.000000,1.598054,1.598122
131,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000085,0.000000,0.000100,0.000000,1.697188,1.697241
132,MySQL,Python,python-mysql-app-aggre-1,0.000018,0.000111,0.000000,0.000126,0.000000,1.647325,1.647381
133,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000079,0.000000,0.000092,0.000000,1.649478,1.649515
134,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000076,0.000000,0.000087,0.000000,1.607776,1.607831
135,MySQL,Python,python-mysql-app-aggre-1,0.000025,0.000156,0.000000,0.000179,0.000000,1.618852,1.618892
136,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000098,0.000000,0.000112,0.000000,1.727272,1.727313
137,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000082,0.000000,0.000096,0.000000,2.017817,2.017859
138,MySQL,Python,python-mysql-app-aggre-1,0.000040,0.000124,0.000000,0.000143,0.000000,1.874872,1.874919
139,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000093,0.000000,0.000108,0.000000,1.702981,1.703024
140,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000105,0.000000,0.000135,0.000000,1.635105,1.635158
141,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000117,0.000000,0.000132,0.000000,1.606688,1.606727
142,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000100,0.000000,0.000114,0.000000,1.600483,1.600532
143,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000087,0.000000,0.000102,0.000000,1.594593,1.594635
144,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000084,0.000000,0.000098,0.000000,1.586026,1.586072
145,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000109,0.000000,0.000123,0.000000,1.603514,1.603559
146,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000114,0.000000,0.000129,0.000000,1.602538,1.602581
147,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000139,0.000000,0.000155,0.000000,1.586853,1.586891
148,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000082,0.000000,0.000095,0.000000,1.571866,1.571923
149,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000079,0.000000,0.000092,0.000000,1.565387,1.565441
150,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000070,0.000000,0.000082,0.000000,1.554762,1.554804
151,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000086,0.000000,0.000097,0.000000,1.555284,1.555352
152,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000127,0.000000,0.000140,0.000000,1.553630,1.553676
153,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000076,0.000000,0.000088,0.000000,1.592971,1.593021
154,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000140,0.000000,0.000153,0.000000,1.550562,1.550598
155,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000087,0.000000,0.000101,0.000000,1.548912,1.548958
156,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000067,0.000000,0.000078,0.000000,1.544850,1.544888
157,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000069,0.000000,0.000081,0.000000,1.547097,1.547134
158,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000068,0.000000,0.000080,0.000000,1.525947,1.525982
159,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000069,0.000000,0.000080,0.000000,1.560940,1.560976
160,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000125,0.000000,0.000138,0.000000,1.557774,1.557812
161,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000096,0.000000,0.000107,0.000000,1.553142,1.553183
162,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000114,0.000000,0.000125,0.000000,1.543770,1.543822
163,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000072,0.000000,0.000084,0.000000,1.535167,1.535203
164,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000104,0.000000,0.000116,0.000000,1.530114,1.530153
165,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000090,0.000000,0.000102,0.000000,1.536654,1.536697
166,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000088,0.000000,0.000100,0.000000,1.530086,1.530127
167,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000067,0.000000,0.000078,0.000000,1.529356,1.529394
168,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000106,0.000000,0.000118,0.000000,1.532532,1.532569
169,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000062,0.000000,0.000074,0.000000,1.532122,1.532157
170,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000104,0.000000,0.000116,0.000000,1.528394,1.528434
171,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000067,0.000000,0.000079,0.000000,1.531801,1.531844
172,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000070,0.000000,0.000081,0.000000,1.533038,1.533078
173,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000065,0.000000,0.000077,0.000000,1.547689,1.547729
174,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000087,0.000000,0.000099,0.000000,1.535580,1.535623
175,MySQL,Python,python-mysql-app-aggre-1,0.000020,0.000070,0.000000,0.000082,0.000000,1.533666,1.533726
176,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000065,0.000000,0.000076,0.000000,1.548772,1.548815
177,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000071,0.000000,0.000084,0.000000,1.531706,1.531743
178,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000147,0.000000,0.000159,0.000000,1.529833,1.529871
179,MySQL,Python,python-mysql-app-aggre-1,0.000019,0.000100,0.000000,0.000114,0.000000,1.552941,1.552972
180,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000099,0.000000,0.000110,0.000000,1.549975,1.550011
181,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000110,0.000000,0.000123,0.000000,1.540131,1.540168
182,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000064,0.000000,0.000075,0.000000,1.542308,1.542357
183,MySQL,Python,python-mysql-app-aggre-1,0.000012,0.000059,0.000000,0.000070,0.000000,1.547844,1.547897
184,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000076,0.000000,0.000087,0.000000,1.532011,1.532058
185,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000067,0.000000,0.000079,0.000000,1.533911,1.533965
186,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000160,0.000000,0.000175,0.000000,1.530426,1.530475
187,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000064,0.000000,0.000074,0.000000,1.529727,1.529771
188,MySQL,Python,python-mysql-app-aggre-1,0.000028,0.000083,0.000000,0.000095,0.000000,1.525023,1.525060
189,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000087,0.000000,0.000099,0.000000,1.528072,1.528119
190,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000111,0.000000,0.000124,0.000000,1.525177,1.525216
191,MySQL,Python,python-mysql-app-aggre-1,0.000017,0.000100,0.000000,0.000113,0.000000,1.550454,1.550502
192,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000066,0.000000,0.000080,0.000000,1.530484,1.530524
193,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000160,0.000000,0.000172,0.000000,1.551683,1.551726
194,MySQL,Python,python-mysql-app-aggre-1,0.000021,0.000087,0.000000,0.000102,0.000000,1.529958,1.529998
195,MySQL,Python,python-mysql-app-aggre-1,0.000013,0.000068,0.000000,0.000080,0.000000,1.530545,1.530597
196,MySQL,Python,python-mysql-app-aggre-1,0.000016,0.000069,0.000000,0.000082,0.000000,1.530472,1.530513
197,MySQL,Python,python-mysql-app-aggre-1,0.000014,0.000064,0.000000,0.000075,0.000000,1.540127,1.540165
198,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000085,0.000000,0.000097,0.000000,1.525270,1.525315
199,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000081,0.000000,0.000092,0.000000,1.532552,1.532599
200,MySQL,Python,python-mysql-app-aggre-1,0.000015,0.000068,0.000000,0.000080,0.000000,1.528175,1.528211
201,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000064,0.000000,0.000076,0.000000,0.023287,0.023332
202,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000072,0.000000,0.000083,0.000000,0.022265,0.022302
203,MySQL,Python,python-mysql-data-filter-1,0.000016,0.000102,0.000000,0.000116,0.000000,0.022913,0.022949
204,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000071,0.000000,0.000082,0.000000,0.022291,0.022345
205,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000058,0.000000,0.000069,0.000000,0.022368,0.022401
206,MySQL,Python,python-mysql-data-filter-1,0.000016,0.000067,0.000000,0.000080,0.000000,0.022705,0.022764
207,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000063,0.000000,0.000075,0.000000,0.021642,0.021687
208,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000069,0.000000,0.000080,0.000000,0.025849,0.025883
209,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000086,0.000000,0.000098,0.000000,0.023099,0.023183
210,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000065,0.000000,0.000076,0.000000,0.022195,0.022227
211,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000060,0.000000,0.000070,0.000000,0.022693,0.022734
212,MySQL,Python,python-mysql-data-filter-1,0.000017,0.000082,0.000000,0.000096,0.000000,0.022547,0.022593
213,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000085,0.000000,0.000095,0.000000,0.021931,0.021970
214,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000060,0.000000,0.000070,0.000000,0.021211,0.021243
215,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000093,0.000000,0.000104,0.000000,0.021336,0.021372
216,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000062,0.000000,0.000072,0.000000,0.021512,0.021542
217,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000068,0.000000,0.000079,0.000000,0.021492,0.021524
218,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000065,0.000000,0.000077,0.000000,0.023440,0.023473
219,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000060,0.000000,0.000071,0.000000,0.022050,0.022114
220,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000066,0.000000,0.000076,0.000000,0.022120,0.022179
221,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000065,0.000000,0.000076,0.000000,0.022697,0.022768
222,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000057,0.000000,0.000068,0.000000,0.021320,0.021355
223,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000063,0.000000,0.000074,0.000000,0.021387,0.021442
224,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000062,0.000000,0.000074,0.000000,0.021526,0.021573
225,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000067,0.000000,0.000079,0.000000,0.022338,0.022371
226,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000077,0.000000,0.000087,0.000000,0.021812,0.021847
227,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000066,0.000000,0.000078,0.000000,0.022121,0.022167
228,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000063,0.000000,0.000074,0.000000,0.021797,0.021844
229,MySQL,Python,python-mysql-data-filter-1,0.000012,0.000093,0.000000,0.000105,0.000000,0.022672,0.022709
230,MySQL,Python,python-mysql-data-filter-1,0.000014,0.000083,0.000000,0.000094,0.000000,0.021884,0.021941
231,MySQL,Python,python-mysql-data-filter-1,0.000020,0.000098,0.000000,0.000113,0.000000,0.023363,0.023437
232,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000066,0.000000,0.000078,0.000000,0.021990,0.022022
233,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000068,0.000000,0.000080,0.000000,0.022872,0.022929
234,MySQL,Python,python-mysql-data-filter-1,0.000015,0.000119,0.000000,0.000134,0.000000,0.022897,0.022928
235,MySQL,Python,python-mysql-data-filter-1,0.000013,0.000058,0.000000,0.000068,0.000000,0.022174,0.022203
